"id","period","userperiod","round","instructions","byear","gender","race","ideo1","ideo2","ideo3","ideo4","ideo5","ideo6","ideo7","ideo8","ideo9","ideo10","sp","ideo_test","noise","ideology","ideology.noise","mg","group","group_id","prop1","prop2","prop3","offer","vote","vote_result","pd1","pd2","pd3","earnings","payment","pay_period","select_period","select_earn","payoffdictator","final_earnings","demand","comment","session","treatment","treat_inst","uni","type_student","startyear","degree","nationality","expts","t_expts","moveon","IP","client","seat"
15,10,2,4,NA,"1996","female","black","0","-1","-1","-1","-2","2","1","1","0","1",4,"-1",0.625130274891853,4,4.62513027489185,3,3.1,2,NA,NA,NA,"prop_2",NA,"Not Applicable",NA,NA,NA,NA,NA,NA,37,5.6,4.8,12.9,NA,NA,"GRIexpt-2015-02-25-141544","GRI",NA,"1","2",NA,"American Studies","United Kingdom","0","0",NA,"155.245.28.25","Cl-19",NA
18,10,2,4,NA,"1995","male","white","-2","-1","1","-2","-2","2","1","1","-2","0",8,"-1",-0.379121204186231,8,7.62087879581377,3,3.1,3,NA,NA,NA,"prop_2",NA,"Not Applicable",NA,NA,NA,NA,NA,NA,37,5.7,1.7,9.9,NA,NA,"GRIexpt-2015-02-25-141544","GRI",NA,"1","2",NA," Computer Science","Bulgaria","1","1",NA,"155.245.28.15","cl-9",NA
1,10,2,4,NA,"1995","female","brown","1","-2","0","-2","-2","2","2","2","1","1",1,"-2",0.560048655048013,1,1.56004865504801,3,3.2,1,NA,NA,NA,"prop_1",NA,"Not Applicable",NA,NA,NA,NA,NA,NA,47,0,2,4.5,NA,NA,"GRIexpt-2015-02-25-141544","GRI",NA,"1","2",NA," English Literature","United Kingdom","1","1",NA,"155.245.28.21","cl-15",NA
2,10,2,4,NA,"1996","female","white","1","-1","2","-1","-2","2","2","1","0","0",2,"-2",0.649246208555996,2,2.649246208556,3,3.2,2,NA,NA,NA,"prop_1",NA,"Not Applicable",NA,NA,NA,NA,NA,NA,27,7,2.5,12,NA,NA,"GRIexpt-2015-02-25-141544","GRI",NA,"1","2",NA," Criminology","United Kingdom","0","0",NA,"155.245.28.8","cl-2",NA
7,10,2,4,NA,"1996","male","brown","0","-1","1","-2","-2","0","0","2","1","-2",8,"-2",-0.651178872585297,8,7.3488211274147,3,3.2,3,NA,NA,NA,"prop_1",NA,"Not Applicable",NA,NA,NA,NA,NA,NA,47,9,5,16.5,NA,NA,"GRIexpt-2015-02-25-141544","GRI",NA,"1","2",NA,"BSc Accounting and Finance","United Kingdom","1","5",NA,"155.245.28.13","cl-7",NA
3,11,2,5,NA,"1993","female","white","-2","-2","1","0","-2","2","2","2","-1","0",3,"0",0.0610115277580917,3,3.06101152775809,1,1.1,1,NA,NA,NA,"prop_1",NA,"Not Applicable",NA,NA,NA,NA,NA,NA,22,2,3,7.5,NA,NA,"GRIexpt-2015-02-25-141544","GRI",NA,"1","0",NA," Language and Linguistics","Italy","1","7",NA,"155.245.28.12","cl-6",NA
12,11,2,5,NA,"1996","female","white","-2","-2","-1","0","0","2","2","1","0","1",4,"0",0.639066144311801,4,4.6390661443118,1,1.1,2,NA,NA,NA,"prop_1",NA,"Not Applicable",NA,NA,NA,NA,NA,NA,22,7,4,13.5,NA,NA,"GRIexpt-2015-02-25-141544","GRI",NA,"1","2",NA," Law","France","1","2",NA,"155.245.28.24","cl-18",NA
16,11,2,5,NA,"1992","female","brown","0","-1","0","1","-2","2","2","1","-2","2",2,"0",0.0744631316978485,2,2.07446313169785,1,1.1,3,NA,NA,NA,"prop_1",NA,"Not Applicable",NA,NA,NA,NA,NA,NA,27,2,1.5,6,NA,NA,"GRIexpt-2015-02-25-141544","GRI",NA,"1","2",NA," Drama & Modern Languages","Italy","0","1",NA,"155.245.28.16","cl-10",NA
13,11,2,5,NA,"1995","male","white","-1","-2","1","1","-2","1","0","2","-1","-2",2,"0",0.00563247855752702,2,2.00563247855753,1,1.2,1,NA,NA,NA,"prop_1",NA,"Not Applicable",NA,NA,NA,NA,NA,NA,22,9,1,12.5,NA,NA,"GRIexpt-2015-02-25-141544","GRI",NA,"1","2",NA," BA DRAMA","Italy","0","0",NA,"155.245.28.19","cl-13",NA
14,11,2,5,NA,"1995","female","brown","1","-2","0","-1","-1","2","1","1","0","-1",5,"0",0.338250203710049,5,5.33825020371005,1,1.2,2,NA,NA,NA,"prop_1",NA,"Not Applicable",NA,NA,NA,NA,NA,NA,17,2,4.5,9,NA,NA,"GRIexpt-2015-02-25-141544","GRI",NA,"1","2",NA," psychology","United Kingdom","1","2",NA,"155.245.28.14","cl-8",NA
17,11,2,5,NA,"1994","female","white","1","0","-1","0","-2","2","2","1","-1","1",6,"0",-0.0177689362782985,6,5.9822310637217,1,1.2,3,NA,NA,NA,"prop_1",NA,"Not Applicable",NA,NA,NA,NA,NA,NA,42,2,4,8.5,NA,NA,"GRIexpt-2015-02-25-141544","GRI",NA,"1","2",NA,"Humanities","France","1","2",NA,"155.245.28.10","cl-4",NA
5,11,2,5,NA,"1995","female","white","1","-1","1","-1","-1","2","2","1","1","0",5,"0",-0.0424569768831133,5,4.95754302311689,2,2.1,1,NA,NA,NA,"prop_2",NA,"Not Applicable",NA,NA,NA,NA,NA,NA,7,6,1,9.5,NA,NA,"GRIexpt-2015-02-25-141544","GRI",NA,"1","2",NA," Biological Sciences","United Kingdom","0","0",NA,"155.245.28.17","cl-11",NA
6,11,2,5,NA,"1993","female","black","-1","-1","0","-1","-1","-2","-1","-2","0","0",5,"1",-0.2716807118617,5,4.7283192881383,2,2.1,2,NA,NA,NA,"prop_2",NA,"Not Applicable",NA,NA,NA,NA,NA,NA,32,5.7,2,10.2,NA,NA,"GRIexpt-2015-02-25-141544","GRI",NA,"1","2",NA," BA Liberal Arts","United Kingdom","1","2",NA,"155.245.28.22","cl-16",NA
8,11,2,5,NA,"1995","female","white","1","-1","0","-1","-2","2","2","1","1","0",5,"0",-0.197235291684046,5,4.80276470831595,2,2.1,3,NA,NA,NA,"prop_2",NA,"Not Applicable",NA,NA,NA,NA,NA,NA,42,5,5,12.5,NA,NA,"GRIexpt-2015-02-25-141544","GRI",NA,"1","2",NA," Spanish Studies and Modern Languages","United Kingdom","1","3",NA,"155.245.28.20","cl-14",NA
4,11,2,5,NA,"1996","female","black","0","-1","0","-1","1","-2","1","2","0","1",5,"0",-0.593826124863699,5,4.4061738751363,2,2.2,1,NA,NA,NA,"prop_1",NA,"Not Applicable",NA,NA,NA,NA,NA,NA,22,10,4,16.5,NA,NA,"GRIexpt-2015-02-25-141544","GRI",NA,"1","2",NA," Psychology","United Kingdom","1","3",NA,"155.245.28.23","cl-17",NA
9,11,2,5,NA,"1992","male","white","1","0","0","0","-1","2","2","1","-2","-1",4,"0",0.00506089641712604,4,4.00506089641713,2,2.2,2,NA,NA,NA,"prop_1",NA,"Not Applicable",NA,NA,NA,NA,NA,NA,42,10,4,16.5,NA,NA,"GRIexpt-2015-02-25-141544","GRI",NA,"1","2",NA," BSc Economics","Lithuania","1","30",NA,"155.245.28.41","cl-1",NA
11,11,2,5,NA,"1996","female","white","0","-1","1","-1","-1","1","2","1","1","0",5,"0",0.145589044457301,5,5.1455890444573,2,2.2,3,NA,NA,NA,"prop_1",NA,"Not Applicable",NA,NA,NA,NA,NA,NA,29,3.1,2,7.6,NA,NA,"GRIexpt-2015-02-25-141544","GRI",NA,"1","2",NA," BA Film Studies","United Kingdom","1","3",NA,"155.245.28.9","cl-3",NA
10,11,2,5,NA,"1996","male","white","1","1","-1","-1","-2","2","2","1","-2","1",2,"0",0.606390888383612,2,2.60639088838361,3,3.1,1,NA,NA,NA,"prop_1",NA,"Not Applicable",NA,NA,NA,NA,NA,NA,22,0,2,4.5,NA,NA,"GRIexpt-2015-02-25-141544","GRI",NA,"1","2",NA," Accounting and Finance","United Kingdom","0","0",NA,"155.245.28.18","cl-12",NA
15,11,2,5,NA,"1996","female","black","0","-1","-1","-1","-2","2","1","1","0","1",4,"-1",0.575068682292476,4,4.57506868229248,3,3.1,2,NA,NA,NA,"prop_1",NA,"Not Applicable",NA,NA,NA,NA,NA,NA,37,5.6,4.8,12.9,NA,NA,"GRIexpt-2015-02-25-141544","GRI",NA,"1","2",NA,"American Studies","United Kingdom","0","0",NA,"155.245.28.25","Cl-19",NA
18,11,2,5,NA,"1995","male","white","-2","-1","1","-2","-2","2","1","1","-2","0",8,"-1",-0.258855086099356,8,7.74114491390064,3,3.1,3,NA,NA,NA,"prop_1",NA,"Not Applicable",NA,NA,NA,NA,NA,NA,37,5.7,1.7,9.9,NA,NA,"GRIexpt-2015-02-25-141544","GRI",NA,"1","2",NA," Computer Science","Bulgaria","1","1",NA,"155.245.28.15","cl-9",NA
1,11,2,5,NA,"1995","female","brown","1","-2","0","-2","-2","2","2","2","1","1",1,"-2",-0.586711056530476,1,0.413288943469524,3,3.2,1,NA,NA,NA,"prop_3",NA,"Not Applicable",NA,NA,NA,NA,NA,NA,47,0,2,4.5,NA,NA,"GRIexpt-2015-02-25-141544","GRI",NA,"1","2",NA," English Literature","United Kingdom","1","1",NA,"155.245.28.21","cl-15",NA
2,11,2,5,NA,"1996","female","white","1","-1","2","-1","-2","2","2","1","0","0",2,"-2",0.680984380142763,2,2.68098438014276,3,3.2,2,NA,NA,NA,"prop_3",NA,"Not Applicable",NA,NA,NA,NA,NA,NA,27,7,2.5,12,NA,NA,"GRIexpt-2015-02-25-141544","GRI",NA,"1","2",NA," Criminology","United Kingdom","0","0",NA,"155.245.28.8","cl-2",NA
7,11,2,5,NA,"1996","male","brown","0","-1","1","-2","-2","0","0","2","1","-2",8,"-2",-0.262329756096005,8,7.73767024390399,3,3.2,3,NA,NA,NA,"prop_3",NA,"Not Applicable",NA,NA,NA,NA,NA,NA,47,9,5,16.5,NA,NA,"GRIexpt-2015-02-25-141544","GRI",NA,"1","2",NA,"BSc Accounting and Finance","United Kingdom","1","5",NA,"155.245.28.13","cl-7",NA
13,12,3,1,NA,"1995","male","white","-1","-2","1","1","-2","1","0","2","-1","-2",2,"0",0.0563714491203428,2,2.05637144912034,1,1.1,1,7,7,3,"prop_2","1","Accepted",NA,NA,NA,5,1,12,22,9,1,12.5,NA,NA,"GRIexpt-2015-02-25-141544","GRI",NA,"1","2",NA," BA DRAMA","Italy","0","0","Next Negotiation","155.245.28.19","cl-13",NA
14,12,3,1,NA,"1995","female","brown","1","-2","0","-1","-1","2","1","1","0","-1",5,"0",0.424096618685871,5,5.42409661868587,1,1.1,2,5,7,5,"prop_2","1","Accepted",NA,NA,NA,7,1,12,17,2,4.5,9,NA,NA,"GRIexpt-2015-02-25-141544","GRI",NA,"1","2",NA," psychology","United Kingdom","1","2","Next Negotiation","155.245.28.14","cl-8",NA
17,12,3,1,NA,"1994","female","white","1","0","-1","0","-2","2","2","1","-1","1",6,"0",0.32289982936345,6,6.32289982936345,1,1.1,3,6,4,7,"prop_2","0","Accepted",NA,NA,NA,5,1,12,42,2,4,8.5,NA,NA,"GRIexpt-2015-02-25-141544","GRI",NA,"1","2",NA,"Humanities","France","1","2","Next Negotiation","155.245.28.10","cl-4",NA
3,12,3,1,NA,"1993","female","white","-2","-2","1","0","-2","2","2","2","-1","0",3,"0",-0.306863807048649,3,2.69313619295135,1,1.2,1,7,3,7,"prop_2","0","Rejected",NA,NA,NA,0,NA,NA,22,2,3,7.5,NA,NA,"GRIexpt-2015-02-25-141544","GRI",NA,"1","0",NA," Language and Linguistics","Italy","1","7","Next Negotiation","155.245.28.12","cl-6",NA
12,12,3,1,NA,"1996","female","white","-2","-2","-1","0","0","2","2","1","0","1",4,"0",0.0660570181906224,4,4.06605701819062,1,1.2,2,3.5,10,3.5,"prop_2","1","Rejected",NA,NA,NA,0,NA,NA,22,7,4,13.5,NA,NA,"GRIexpt-2015-02-25-141544","GRI",NA,"1","2",NA," Law","France","1","2","Next Negotiation","155.245.28.24","cl-18",NA
16,12,3,1,NA,"1992","female","brown","0","-1","0","1","-2","2","2","1","-2","2",2,"0",0.151796806138009,2,2.15179680613801,1,1.2,3,5,4,8,"prop_2","0","Rejected",NA,NA,NA,0,NA,NA,27,2,1.5,6,NA,NA,"GRIexpt-2015-02-25-141544","GRI",NA,"1","2",NA," Drama & Modern Languages","Italy","0","1","Next Negotiation","155.245.28.16","cl-10",NA
4,12,3,1,NA,"1996","female","black","0","-1","0","-1","1","-2","1","2","0","1",5,"0",-0.0847723786253483,5,4.91522762137465,2,2.1,1,7,5,5,"prop_2","1","Accepted",NA,NA,NA,6.5,1,12,22,10,4,16.5,NA,NA,"GRIexpt-2015-02-25-141544","GRI",NA,"1","2",NA," Psychology","United Kingdom","1","3","Next Negotiation","155.245.28.23","cl-17",NA
5,12,3,1,NA,"1995","female","white","1","-1","1","-1","-1","2","2","1","1","0",5,"0",0.637120291171595,5,5.6371202911716,2,2.1,2,6.5,6.5,4,"prop_2","1","Accepted",NA,NA,NA,6.5,1,12,7,6,1,9.5,NA,NA,"GRIexpt-2015-02-25-141544","GRI",NA,"1","2",NA," Biological Sciences","United Kingdom","0","0","Next Negotiation","155.245.28.17","cl-11",NA
9,12,3,1,NA,"1992","male","white","1","0","0","0","-1","2","2","1","-2","-1",4,"0",0.0154749130364508,4,4.01547491303645,2,2.1,3,7,0,10,"prop_2","1","Accepted",NA,NA,NA,4,1,12,42,10,4,16.5,NA,NA,"GRIexpt-2015-02-25-141544","GRI",NA,"1","2",NA," BSc Economics","Lithuania","1","30","Next Negotiation","155.245.28.41","cl-1",NA
6,12,3,1,NA,"1993","female","black","-1","-1","0","-1","-1","-2","-1","-2","0","0",5,"1",0.61778981233947,5,5.61778981233947,2,2.2,1,5.7,5.7,5.6,"prop_3","1","Accepted",NA,NA,NA,6,1,12,32,5.7,2,10.2,NA,NA,"GRIexpt-2015-02-25-141544","GRI",NA,"1","2",NA," BA Liberal Arts","United Kingdom","1","2","Next Negotiation","155.245.28.22","cl-16",NA
8,12,3,1,NA,"1995","female","white","1","-1","0","-1","-2","2","2","1","1","0",5,"0",-0.0500729599036276,5,4.94992704009637,2,2.2,2,6,5,6,"prop_3","1","Accepted",NA,NA,NA,6,1,12,42,5,5,12.5,NA,NA,"GRIexpt-2015-02-25-141544","GRI",NA,"1","2",NA," Spanish Studies and Modern Languages","United Kingdom","1","3","Next Negotiation","155.245.28.20","cl-14",NA
11,12,3,1,NA,"1996","female","white","0","-1","1","-1","-1","1","2","1","1","0",5,"0",0.224095828412101,5,5.2240958284121,2,2.2,3,6,6,5,"prop_3","1","Accepted",NA,NA,NA,5,1,12,29,3.1,2,7.6,NA,NA,"GRIexpt-2015-02-25-141544","GRI",NA,"1","2",NA," BA Film Studies","United Kingdom","1","3","Next Negotiation","155.245.28.9","cl-3",NA
2,12,3,1,NA,"1996","female","white","1","-1","2","-1","-2","2","2","1","0","0",2,"-2",-0.422083095321432,2,1.57791690467857,3,3.1,1,7,7,3,"prop_2","1","Accepted",NA,NA,NA,6,1,12,27,7,2.5,12,NA,NA,"GRIexpt-2015-02-25-141544","GRI",NA,"1","2",NA," Criminology","United Kingdom","0","0","Next Negotiation","155.245.28.8","cl-2",NA
10,12,3,1,NA,"1996","male","white","1","1","-1","-1","-2","2","2","1","-2","1",2,"0",-0.338188644964248,2,1.66181135503575,3,3.1,2,6,6,5,"prop_2","1","Accepted",NA,NA,NA,6,1,12,22,0,2,4.5,NA,NA,"GRIexpt-2015-02-25-141544","GRI",NA,"1","2",NA," Accounting and Finance","United Kingdom","0","0","Next Negotiation","155.245.28.18","cl-12",NA
15,12,3,1,NA,"1996","female","black","0","-1","-1","-1","-2","2","1","1","0","1",4,"-1",-0.0762376929633319,4,3.92376230703667,3,3.1,3,4,6.5,6.5,"prop_2","1","Accepted",NA,NA,NA,5,1,12,37,5.6,4.8,12.9,NA,NA,"GRIexpt-2015-02-25-141544","GRI",NA,"1","2",NA,"American Studies","United Kingdom","0","0","Next Negotiation","155.245.28.25","Cl-19",NA
1,12,3,1,NA,"1995","female","brown","1","-2","0","-2","-2","2","2","2","1","1",1,"-2",0.311761083779857,1,1.31176108377986,3,3.2,1,11,0,6,"prop_2","0","Accepted",NA,NA,NA,0,1,12,47,0,2,4.5,NA,NA,"GRIexpt-2015-02-25-141544","GRI",NA,"1","2",NA," English Literature","United Kingdom","1","1","Next Negotiation","155.245.28.21","cl-15",NA
7,12,3,1,NA,"1996","male","brown","0","-1","1","-2","-2","0","0","2","1","-2",8,"-2",0.0750913694500923,8,8.07509136945009,3,3.2,2,0,8.5,8.5,"prop_2","1","Accepted",NA,NA,NA,8.5,1,12,47,9,5,16.5,NA,NA,"GRIexpt-2015-02-25-141544","GRI",NA,"1","2",NA,"BSc Accounting and Finance","United Kingdom","1","5","Next Negotiation","155.245.28.13","cl-7",NA
18,12,3,1,NA,"1995","male","white","-2","-1","1","-2","-2","2","1","1","-2","0",8,"-1",-0.41725504072383,8,7.58274495927617,3,3.2,3,5.8,5.6,5.6,"prop_2","1","Accepted",NA,NA,NA,8.5,1,12,37,5.7,1.7,9.9,NA,NA,"GRIexpt-2015-02-25-141544","GRI",NA,"1","2",NA," Computer Science","Bulgaria","1","1","Next Negotiation","155.245.28.15","cl-9",NA
13,13,3,2,NA,"1995","male","white","-1","-2","1","1","-2","1","0","2","-1","-2",2,"0",0.622752657160163,2,2.62275265716016,1,1.1,1,NA,NA,NA,"prop_1",NA,"Not Applicable",NA,NA,NA,NA,NA,NA,22,9,1,12.5,NA,NA,"GRIexpt-2015-02-25-141544","GRI",NA,"1","2",NA," BA DRAMA","Italy","0","0",NA,"155.245.28.19","cl-13",NA
14,13,3,2,NA,"1995","female","brown","1","-2","0","-1","-1","2","1","1","0","-1",5,"0",-0.0336431786417961,5,4.9663568213582,1,1.1,2,NA,NA,NA,"prop_1",NA,"Not Applicable",NA,NA,NA,NA,NA,NA,17,2,4.5,9,NA,NA,"GRIexpt-2015-02-25-141544","GRI",NA,"1","2",NA," psychology","United Kingdom","1","2",NA,"155.245.28.14","cl-8",NA
17,13,3,2,NA,"1994","female","white","1","0","-1","0","-2","2","2","1","-1","1",6,"0",0.082744017103687,6,6.08274401710369,1,1.1,3,NA,NA,NA,"prop_1",NA,"Not Applicable",NA,NA,NA,NA,NA,NA,42,2,4,8.5,NA,NA,"GRIexpt-2015-02-25-141544","GRI",NA,"1","2",NA,"Humanities","France","1","2",NA,"155.245.28.10","cl-4",NA
3,13,3,2,NA,"1993","female","white","-2","-2","1","0","-2","2","2","2","-1","0",3,"0",-0.464824145287275,3,2.53517585471272,1,1.2,1,5,1.9,5,"prop_2","0","Accepted",NA,NA,NA,3.5,1,13,22,2,3,7.5,NA,NA,"GRIexpt-2015-02-25-141544","GRI",NA,"1","0",NA," Language and Linguistics","Italy","1","7","Next Negotiation","155.245.28.12","cl-6",NA
12,13,3,2,NA,"1996","female","white","-2","-2","-1","0","0","2","2","1","0","1",4,"0",-0.6687335902825,4,3.3312664097175,1,1.2,2,3.5,4.9,3.5,"prop_2","1","Accepted",NA,NA,NA,4.9,1,13,22,7,4,13.5,NA,NA,"GRIexpt-2015-02-25-141544","GRI",NA,"1","2",NA," Law","France","1","2","Next Negotiation","155.245.28.24","cl-18",NA
16,13,3,2,NA,"1992","female","brown","0","-1","0","1","-2","2","2","1","-2","2",2,"0",0.487102023372427,2,2.48710202337243,1,1.2,3,3,3.9,5,"prop_2","1","Accepted",NA,NA,NA,3.5,1,13,27,2,1.5,6,NA,NA,"GRIexpt-2015-02-25-141544","GRI",NA,"1","2",NA," Drama & Modern Languages","Italy","0","1","Next Negotiation","155.245.28.16","cl-10",NA
4,13,3,2,NA,"1996","female","black","0","-1","0","-1","1","-2","1","2","0","1",5,"0",0.594402054045349,5,5.59440205404535,2,2.1,1,NA,NA,NA,"prop_1",NA,"Not Applicable",NA,NA,NA,NA,NA,NA,22,10,4,16.5,NA,NA,"GRIexpt-2015-02-25-141544","GRI",NA,"1","2",NA," Psychology","United Kingdom","1","3",NA,"155.245.28.23","cl-17",NA
5,13,3,2,NA,"1995","female","white","1","-1","1","-1","-1","2","2","1","1","0",5,"0",-0.490360042452812,5,4.50963995754719,2,2.1,2,NA,NA,NA,"prop_1",NA,"Not Applicable",NA,NA,NA,NA,NA,NA,7,6,1,9.5,NA,NA,"GRIexpt-2015-02-25-141544","GRI",NA,"1","2",NA," Biological Sciences","United Kingdom","0","0",NA,"155.245.28.17","cl-11",NA
9,13,3,2,NA,"1992","male","white","1","0","0","0","-1","2","2","1","-2","-1",4,"0",0.18097569141537,4,4.18097569141537,2,2.1,3,NA,NA,NA,"prop_1",NA,"Not Applicable",NA,NA,NA,NA,NA,NA,42,10,4,16.5,NA,NA,"GRIexpt-2015-02-25-141544","GRI",NA,"1","2",NA," BSc Economics","Lithuania","1","30",NA,"155.245.28.41","cl-1",NA
6,13,3,2,NA,"1993","female","black","-1","-1","0","-1","-1","-2","-1","-2","0","0",5,"1",0.626633526803926,5,5.62663352680393,2,2.2,1,NA,NA,NA,"prop_2",NA,"Not Applicable",NA,NA,NA,NA,NA,NA,32,5.7,2,10.2,NA,NA,"GRIexpt-2015-02-25-141544","GRI",NA,"1","2",NA," BA Liberal Arts","United Kingdom","1","2",NA,"155.245.28.22","cl-16",NA
8,13,3,2,NA,"1995","female","white","1","-1","0","-1","-2","2","2","1","1","0",5,"0",-0.332473861100152,5,4.66752613889985,2,2.2,2,NA,NA,NA,"prop_2",NA,"Not Applicable",NA,NA,NA,NA,NA,NA,42,5,5,12.5,NA,NA,"GRIexpt-2015-02-25-141544","GRI",NA,"1","2",NA," Spanish Studies and Modern Languages","United Kingdom","1","3",NA,"155.245.28.20","cl-14",NA
11,13,3,2,NA,"1996","female","white","0","-1","1","-1","-1","1","2","1","1","0",5,"0",-0.685586220072582,5,4.31441377992742,2,2.2,3,NA,NA,NA,"prop_2",NA,"Not Applicable",NA,NA,NA,NA,NA,NA,29,3.1,2,7.6,NA,NA,"GRIexpt-2015-02-25-141544","GRI",NA,"1","2",NA," BA Film Studies","United Kingdom","1","3",NA,"155.245.28.9","cl-3",NA
2,13,3,2,NA,"1996","female","white","1","-1","2","-1","-2","2","2","1","0","0",2,"-2",-0.445360764861107,2,1.55463923513889,3,3.1,1,NA,NA,NA,"prop_3",NA,"Not Applicable",NA,NA,NA,NA,NA,NA,27,7,2.5,12,NA,NA,"GRIexpt-2015-02-25-141544","GRI",NA,"1","2",NA," Criminology","United Kingdom","0","0",NA,"155.245.28.8","cl-2",NA
10,13,3,2,NA,"1996","male","white","1","1","-1","-1","-2","2","2","1","-2","1",2,"0",0.164735356532037,2,2.16473535653204,3,3.1,2,NA,NA,NA,"prop_3",NA,"Not Applicable",NA,NA,NA,NA,NA,NA,22,0,2,4.5,NA,NA,"GRIexpt-2015-02-25-141544","GRI",NA,"1","2",NA," Accounting and Finance","United Kingdom","0","0",NA,"155.245.28.18","cl-12",NA
15,13,3,2,NA,"1996","female","black","0","-1","-1","-1","-2","2","1","1","0","1",4,"-1",-0.434994502458721,4,3.56500549754128,3,3.1,3,NA,NA,NA,"prop_3",NA,"Not Applicable",NA,NA,NA,NA,NA,NA,37,5.6,4.8,12.9,NA,NA,"GRIexpt-2015-02-25-141544","GRI",NA,"1","2",NA,"American Studies","United Kingdom","0","0",NA,"155.245.28.25","Cl-19",NA
1,13,3,2,NA,"1995","female","brown","1","-2","0","-2","-2","2","2","2","1","1",1,"-2",-0.486304013384506,1,0.513695986615494,3,3.2,1,NA,NA,NA,"prop_3",NA,"Not Applicable",NA,NA,NA,NA,NA,NA,47,0,2,4.5,NA,NA,"GRIexpt-2015-02-25-141544","GRI",NA,"1","2",NA," English Literature","United Kingdom","1","1",NA,"155.245.28.21","cl-15",NA
7,13,3,2,NA,"1996","male","brown","0","-1","1","-2","-2","0","0","2","1","-2",8,"-2",-0.588437954522669,8,7.41156204547733,3,3.2,2,NA,NA,NA,"prop_3",NA,"Not Applicable",NA,NA,NA,NA,NA,NA,47,9,5,16.5,NA,NA,"GRIexpt-2015-02-25-141544","GRI",NA,"1","2",NA,"BSc Accounting and Finance","United Kingdom","1","5",NA,"155.245.28.13","cl-7",NA
18,13,3,2,NA,"1995","male","white","-2","-1","1","-2","-2","2","1","1","-2","0",8,"-1",0.410835304064676,8,8.41083530406468,3,3.2,3,NA,NA,NA,"prop_3",NA,"Not Applicable",NA,NA,NA,NA,NA,NA,37,5.7,1.7,9.9,NA,NA,"GRIexpt-2015-02-25-141544","GRI",NA,"1","2",NA," Computer Science","Bulgaria","1","1",NA,"155.245.28.15","cl-9",NA
13,14,3,3,NA,"1995","male","white","-1","-2","1","1","-2","1","0","2","-1","-2",2,"0",0.413979589799419,2,2.41397958979942,1,1.1,1,NA,NA,NA,"prop_3",NA,"Not Applicable",NA,NA,NA,NA,NA,NA,22,9,1,12.5,NA,NA,"GRIexpt-2015-02-25-141544","GRI",NA,"1","2",NA," BA DRAMA","Italy","0","0",NA,"155.245.28.19","cl-13",NA
14,14,3,3,NA,"1995","female","brown","1","-2","0","-1","-1","2","1","1","0","-1",5,"0",-0.503910839185119,5,4.49608916081488,1,1.1,2,NA,NA,NA,"prop_3",NA,"Not Applicable",NA,NA,NA,NA,NA,NA,17,2,4.5,9,NA,NA,"GRIexpt-2015-02-25-141544","GRI",NA,"1","2",NA," psychology","United Kingdom","1","2",NA,"155.245.28.14","cl-8",NA
17,14,3,3,NA,"1994","female","white","1","0","-1","0","-2","2","2","1","-1","1",6,"0",-0.289547752216458,6,5.71045224778354,1,1.1,3,NA,NA,NA,"prop_3",NA,"Not Applicable",NA,NA,NA,NA,NA,NA,42,2,4,8.5,NA,NA,"GRIexpt-2015-02-25-141544","GRI",NA,"1","2",NA,"Humanities","France","1","2",NA,"155.245.28.10","cl-4",NA
3,14,3,3,NA,"1993","female","white","-2","-2","1","0","-2","2","2","2","-1","0",3,"0",-0.305854062316939,3,2.69414593768306,1,1.2,1,NA,NA,NA,"prop_3",NA,"Not Applicable",NA,NA,NA,NA,NA,NA,22,2,3,7.5,NA,NA,"GRIexpt-2015-02-25-141544","GRI",NA,"1","0",NA," Language and Linguistics","Italy","1","7",NA,"155.245.28.12","cl-6",NA
12,14,3,3,NA,"1996","female","white","-2","-2","-1","0","0","2","2","1","0","1",4,"0",-0.247556668240577,4,3.75244333175942,1,1.2,2,NA,NA,NA,"prop_3",NA,"Not Applicable",NA,NA,NA,NA,NA,NA,22,7,4,13.5,NA,NA,"GRIexpt-2015-02-25-141544","GRI",NA,"1","2",NA," Law","France","1","2",NA,"155.245.28.24","cl-18",NA
16,14,3,3,NA,"1992","female","brown","0","-1","0","1","-2","2","2","1","-2","2",2,"0",0.131599401915446,2,2.13159940191545,1,1.2,3,NA,NA,NA,"prop_3",NA,"Not Applicable",NA,NA,NA,NA,NA,NA,27,2,1.5,6,NA,NA,"GRIexpt-2015-02-25-141544","GRI",NA,"1","2",NA," Drama & Modern Languages","Italy","0","1",NA,"155.245.28.16","cl-10",NA
4,14,3,3,NA,"1996","female","black","0","-1","0","-1","1","-2","1","2","0","1",5,"0",-0.421357590239495,5,4.5786424097605,2,2.1,1,NA,NA,NA,"prop_2",NA,"Not Applicable",NA,NA,NA,NA,NA,NA,22,10,4,16.5,NA,NA,"GRIexpt-2015-02-25-141544","GRI",NA,"1","2",NA," Psychology","United Kingdom","1","3",NA,"155.245.28.23","cl-17",NA
5,14,3,3,NA,"1995","female","white","1","-1","1","-1","-1","2","2","1","1","0",5,"0",-0.132775569614023,5,4.86722443038598,2,2.1,2,NA,NA,NA,"prop_2",NA,"Not Applicable",NA,NA,NA,NA,NA,NA,7,6,1,9.5,NA,NA,"GRIexpt-2015-02-25-141544","GRI",NA,"1","2",NA," Biological Sciences","United Kingdom","0","0",NA,"155.245.28.17","cl-11",NA
